34207.695127956,1,16886468,260,5795200,-1
34207.696489237,3,16886468,260,5795200,-1
34207.697920734,1,16886587,260,5795200,-1
34207.698908035,3,16886587,260,5795200,-1
34208.145807111,1,16903596,2,5796600,-1
34208.146115376,3,16903596,2,5796600,-1
34208.146115376,1,16903615,2,5795200,-1
34208.859643769,1,16925516,500,5795900,-1
34209.135084546,3,16274753,100,5797900,-1
34209.135238134,1,16936717,100,5794500,-1
34209.153478631,3,16903615,2,5795200,-1
34209.153478631,1,16937480,2,5794500,-1
34209.684108809,3,16228180,10,5797900,-1
34209.745480497,1,16955579,10,5794500,-1
34210.172085995,1,16981526,19,5794500,-1
34210.683654913,3,16228038,100,5797900,-1
34210.740131279,1,17020275,100,5794500,-1
34211.015012413,3,16981526,19,5794500,-1
34211.058977504,4,7091133,19,5790000,1
34211.16456452,3,16881922,11,5789300,1
34211.165092936,3,16881925,11,5789300,1
34211.166135009,3,16881934,11,5789300,1
34212.141189615,3,16680220,2300,5796600,-1
34212.141429731,4,7091133,21,5790000,1
34212.141429731,4,9248169,1,5790000,1
34212.141429731,4,4496151,1,5789900,1
34212.141429731,5,0,3,5789900,1
34212.141429731,5,0,3,5789300,1
34212.150479521,1,17083481,2171,5789000,-1
34212.1715959,3,17083481,2171,5789000,-1
34212.171759523,1,17085000,2171,5785100,-1
34212.171865865,4,17085000,100,5785100,-1
34212.171969276,4,4773351,9,5785000,1
34212.204258788,3,17085000,2071,5785100,-1
34212.204573984,4,858821,10,5782100,1
34212.204573984,4,2175511,5,5780000,1
34212.204573984,4,5858286,5,5780000,1
34212.204573984,4,9476859,28,5780000,1
34212.204573984,4,9618128,50,5780000,1
34212.204573984,4,12797564,2,5780000,1
34212.204791502,5,0,100,5780900,1
34212.204962809,5,0,409,5780200,1
34212.204962809,5,0,100,5780100,1
34212.204962809,4,12797564,84,5780000,1
34212.204962809,1,17086852,1278,5780000,-1
34212.205124171,1,17086865,400,5780000,-1
34212.205187242,3,17086852,1278,5780000,-1
34212.20522105,4,2176461,1,5779900,1
34212.205259616,5,0,99,5779700,-1
34212.205259616,5,0,1,5779700,-1
34212.205324774,5,0,199,5779700,-1
34212.205324774,4,17086865,1,5780000,-1
34212.205330204,3,17086865,399,5780000,-1
